pretty_formula,spacegroup.number,band_gap,density,volume,formation_energy_per_atom,nsites
Na2S2O7,2,5.2697,2.4955892507053528,295.5731528936965,-2.192284856515151,22
Na2CuF4,14,0.9019,3.433869268806569,179.42546691232914,-2.5222996830609525,14
K2CO3,14,3.649,2.28892614712756,401.0537994106748,-2.1250361962083333,24
Li2ZrO3,15,3.8414,4.032147565131905,126.10426640088644,-3.0478515142361107,12
K2B2S7,15,2.5944000000000003,2.031030962756432,530.2420208663228,-1.0789572187462126,22
KInSe2,15,1.4657000000000002,3.8736535480854313,1069.4118141565457,-0.9040231678593748,32
Na5SnAs3,14,0.3932000000000002,3.330906732327779,914.1419259955612,-0.423137845740741,36
NaMo6Cl13,2,2.3511,3.3481179790694044,1050.9619548558453,-1.406386386785666,40
K2(ReSe2)3,15,1.1321000000000003,6.561639357311733,1124.205333983128,-0.6702631970511361,44
K3IrCl6,14,1.9930000000000003,3.1118242801467737,1114.6942405831596,-1.7454501686059998,40
Na7In3Se8,2,1.1676,3.8248415017294777,987.3018322634751,-0.9155117198379628,36
K2B2Se7,15,1.6404,3.488650401205655,621.194853683245,-0.5119413700672346,22
K2Cr2O7,2,2.7027,2.4965094548328564,782.700854821798,-1.942610040886364,44
NaMnF4,14,2.0525,3.1095596601743445,164.3914706809856,-2.932898249784751,12
Na2Si2O5,14,4.4603,2.390903168406888,506.02317594559526,-2.91283776337963,36
NaB3O5,14,5.2573,2.1638229604277264,1247.0695878092438,-2.796351085787036,108
Na5P3O10,15,4.5797,2.4694143143979974,494.7349332912818,-2.626975978326719,36
Na2MnO2,15,0.2689999999999997,3.135555719585868,422.3420673673518,-1.7048223232897006,30
K6Nb4S25,14,1.5193,2.3989455604514864,3898.002338085023,-1.224436862532143,140
Na5Fe3F14,14,3.2652,3.0787418032735805,591.6324205523916,-2.92560925833303,44
Na3CrF6,14,3.8046,2.994286809892671,260.59850274611296,-2.9838640037139994,20
Na5Co2O5,15,1.3178,3.041452151515298,683.1433317718618,-1.3759252556597226,48
K2S2O7,15,5.2195,2.4078308478483472,350.7823492575093,-2.24952052690909,22
KAuN12,15,1.4767,2.885793246687668,465.1053976416069,0.1500844602457149,28
Na4Ge2Te5,14,1.2979000000000005,4.072775237979723,2854.7977145797527,-0.5677829468939396,88
Na4Si2Te5,14,1.8643000000000003,3.753554139075565,2782.215801066938,-0.6071131079166666,88
K2SnCl6,14,2.8597,2.5248312971845617,538.8064158574764,-1.8514816950622224,18
KC4N3,2,3.7294,1.3937630892649042,307.7671092610941,-0.0426633443924995,16
Li7P3S11,2,2.4173,1.8720522702069493,876.7672645547459,-1.1729773277820297,42
K5InO4,2,2.0401,3.100994990350771,3206.978737546148,-1.57982200275,160
KNbCl6,14,1.9232,2.434793179513776,3761.636804961728,-1.8777931459450008,128
NaMo6Br13,2,1.9759,4.519728024040063,1203.1415962935237,-0.7677459531666664,40
LiYO2,14,4.4646,3.970553873417322,213.86708563876712,-3.2657491768749995,16
KSO4,2,3.5719,2.267631440556262,197.95099919037955,-1.906453211854167,12
Na(BH)5,14,4.7322,1.136497593144186,959.4703504719156,-0.3156147758878783,88
K2Sn2S5,15,1.8223,3.14860559279612,502.0124603909294,-1.122611276291667,18
Na3AlTe3,14,2.2355,3.51758022298459,904.0129103374484,-0.8042045060714287,28
K(SbSe2)2,2,1.1431,4.522739139542621,439.4520029654069,-0.4913958403392853,14
Li3B11O18,14,5.5447,2.0672387128841634,1374.3312453565309,-2.830719655963541,128
Li4P2O7,14,5.581300000000001,2.2753572189452727,588.818122679839,-2.734027904363553,52
LiLaO2,14,3.8908,5.558971731601202,212.4990252900325,-3.180172978333333,16
LiDyO2,14,4.3417,6.288601768602968,212.7650436624169,-3.2922149052083327,16
KCO3,14,0.8757999999999999,1.878370345998601,350.45565477951186,-1.82467832835,20
Li2PtF6,14,2.5122,5.110123382508605,209.88994227672868,-2.437626609867407,18
Li2SnS3,15,1.4195000000000002,3.435021001769229,442.3958412301284,-1.2130201747569451,24
Na2Se2O7,2,2.9536,3.1131659238874407,336.992350205796,-1.50592804000947,22
Na2TeSe3,14,1.2319,3.848153372791025,708.4791410412453,-0.6286668739496525,24
KMoO4,2,0.6734,3.1812448554352155,415.569253704208,-1.824455821333333,24
K2MnN4,14,1.2252,2.1251948193920915,591.2116224843007,0.2402474149749756,28
KB3O5,15,5.7643,2.6304963378857456,382.6177717437503,-2.80178960825,36
K9(FeO4)2,15,0.0082000000000002,2.6697576019071843,1471.781451429022,-1.4367918587894737,76
Na2(ReSe2)3,15,1.2789999999999997,6.859252977431355,1044.2302146023253,-0.6034861746117425,44
Li12Mo5O17,2,1.3118,4.1828423005074304,662.9558559412034,-2.2203432779779413,68
KSO6,15,0.4280999999999999,1.882233623885748,589.8847171545052,-0.7971689445156258,32
K2RuO5,19,0.9515,3.003976154095658,573.2633206963152,-1.53284886434375,32
LiAuF4,15,2.1155,5.663814670546498,164.12501969156483,-2.036456891348889,12
K3YF6,14,6.699,2.721976578987741,390.6645996452016,-3.6111615127806656,20
Na4TiO4,2,3.3186,2.5887894375282703,261.4791096173333,-2.440481834629629,18
Na2Si3O7,15,4.9429,3.182597228413928,252.7718100877512,-2.914804015868056,24
K2SiO3,14,3.7439,2.4113101692151626,1274.934109900027,-2.6826499182916663,72
K2GaAs2,14,1.0264,3.0015795501567166,1317.8308386446374,-0.4907833246999999,40
K2Ga2As3,14,1.0329000000000002,3.8402720781094897,1530.3806732664273,-0.4660514106785715,56
Li3GaF6,15,6.2874,3.1531974046180564,646.2786899291157,-3.1460735796306665,60
Na3GeTe3,14,1.2201000000000002,3.796877677965216,917.3876183692672,-0.6562107846428569,28
Na3TaF8,15,4.8709,4.2884449157851465,311.2447484632744,-3.383870505793333,24
Na3SiTe3,14,1.9488,3.5718171945531223,892.3386739156424,-0.6770881150000001,28
KGaS2,15,2.5331,2.778545791895944,826.8854624801144,-1.3786514776250005,32
KAlTe2,15,1.894,3.5988871631370447,1185.917088528462,-0.7935387385624999,32
NaFeF4,14,2.954,3.184167082303828,322.97121403100977,-2.8941932013488887,24
K4Ta2S11,2,1.7013,2.9221438939209,989.9143609951568,-1.367035596845588,34
Na4WO5,2,3.8008000000000006,4.695049973065056,251.67497223254787,-2.1447918084583337,20
Na3InAs2,14,0.1482000000000001,3.746588787444576,1182.9566008086772,-0.4380344589583327,48
LiAlCl4,14,5.557,1.8292122723825464,638.1196345597184,-2.0429953235622222,24
NaAlCl4,19,5.6586,1.904848036330634,668.7434776581584,-2.056353439395556,24
K2SbCl5,14,3.2523,2.5165184794268822,995.6472939678384,-1.8119350665375,32
KCuCl3,14,0.2580999999999999,2.649852352891438,523.8905395157138,-1.4514761270560002,20
K3MoCl6,14,1.6431,2.448447962309685,1155.5261812700933,-1.7677650041060005,40
K5As3O10,19,3.057,2.959349125818721,1302.351632864276,-2.0273882741666664,72
Na4SnTe4,19,0.9417,3.996398206635072,1198.4425078432173,-0.7018061006481481,36
NaTaCl6,14,2.902,2.938232243399729,941.890123904549,-1.918417755361668,32
Na3Sb5F18,14,4.391,4.050385064212495,1672.2548793410788,-2.8059396071700005,104
Na4Ge2Se5,2,1.7172,3.6388435173545592,576.8456786724238,-0.8099778154592805,22
NaInBr4,19,3.1545,3.5077017683934884,866.1740239435971,-1.0805705397222225,24
NaInI4,14,2.4484,3.715767039335988,1153.737028042139,-0.7858253051388889,24
KSnF3,2,3.5101,3.5448548438377405,804.9742740888714,-2.812717267064,40
K2H5F7,14,7.1693,2.0033406714913515,716.9030570487606,-2.314740002137857,56
LiDy2Br5,15,0.1222000000000003,5.617942498931352,432.40726170670064,-1.441082592291667,16
KAuI4,14,0.3003,4.778720871612322,1033.6776648386472,-0.5527242305000003,24
K4Bi2O5,2,2.6553,4.518030341435312,480.9951756205282,-1.702412076204545,22
CsNaGe2,14,1.1351999999999998,3.7479983705504862,1067.4779895122135,-0.1952282606285917,32
KEu2I5,14,1.3409,4.987760301908759,1301.7928886485483,-1.579361145375,32
Na5SnSb3,14,0.2327000000000003,3.676786435300554,2163.9795956661,-0.365671471712963,72
Na4MoO5,2,2.858,3.359868957280246,529.6062525090218,-2.0646844647083333,40
KTaS5,14,1.6370000000000005,3.627272804251163,1393.049242854809,-1.2849917751607145,56
Na2S2O5,14,3.2698,2.2219934788833315,1136.5625942471252,-2.084474826018518,72
Na2Si2O5,14,4.4754,2.475200090175199,488.7897424769421,-2.913948821435185,36
Li2SnO3,15,3.1452000000000004,4.815589686683862,249.0885658089448,-2.2323007242361115,24
Na2GeS3,14,2.4683,2.439326097139301,584.9286551246399,-1.174195923506944,24
Na5GeP3,14,1.0516,2.35135884626269,792.3895311303756,-0.3612148241534392,36
K2NbF7,14,4.528700000000001,3.0095483625804897,671.1389974607895,-3.3973054749330003,40
Na2B2Se7,15,1.5382,3.775967838702108,545.5915900948761,-0.4180882733096593,22
K3MnO3,14,1.8512,2.737476569181056,534.3642741226499,-1.7297465211950245,28
LiInI4,14,2.2465,4.096332760256358,1020.5273428903909,-0.7485249393055554,24
Na5HfAs3,14,0.9032,3.8366772957021618,897.1277310872091,-0.5863856660185189,36
Na2(ReS2)3,15,1.4379999999999995,5.815240432522463,910.3210368314147,-1.087369991856062,44
K2PO4,14,3.2543,2.505509554039965,459.0717533219473,-2.335951936724489,28
K2PbO2,2,1.9849,4.432615958109599,475.608504088774,-1.5507050871999997,20
KZrF5,2,5.5637,3.698059696329197,607.0370757188851,-3.8279994022309527,42
Na2B4O7,2,4.8667,2.4209281232169904,828.1102675372815,-2.751298661314101,78
Na5Cr3F14,14,2.9191000000000003,3.066437933036203,581.5007547471895,-3.043457231060303,44
K3InCl6,14,3.4614000000000003,2.463214679297738,1199.504198621339,-2.0092224176060003,40
NaAuCl4,14,1.6074,3.491414350692001,2752.949485489003,-1.2200850508538883,96
K12In2Se9,14,1.646,2.936165457084861,3188.452586404089,-1.0743202487866848,92
K2CoCl4,14,0.0490999999999999,2.254449534017438,821.8303242825142,-1.6213601009342855,28
K2Cd2Te3,14,1.3224,4.343211511741299,3146.506426838055,-0.7402183321666668,84
Na6Mo11O36,15,2.6018,3.809225174966936,1542.5291278131224,-2.113415307264152,106
K10In5Sb9,14,0.5995999999999997,3.919589681063759,3492.4334716944445,-0.3837702657291668,96
NaAsS2,14,1.3699000000000003,2.724050376725762,395.1116710524561,-0.9313509248958334,16
K2SbF5,14,4.6305,3.29271079239827,1784.9379324961783,-2.94143525680625,96
K2LiSn4,15,0.8388999999999998,3.827094123783893,3887.501696672313,-0.2779324244583329,112
K11(In2Bi3)3,2,0.0275000000000003,4.957346414961774,2009.6665013792665,-0.330781924923077,52
Li2W2O7,2,3.7382,5.646887700002883,290.27388255825633,-2.2356871077651523,22
K2Cd2O3,14,1.1736,4.339557791041977,268.6343344181912,-1.4285301578214284,14
CsLiF2,15,6.278599999999999,3.920546323401784,301.3005369949,-3.0237767096610915,16
Na4SnO4,2,2.0958,3.252921098660786,280.4216480004637,-1.8778849453703703,18
K3BP2,15,1.6658,1.772986404460812,355.9994983594579,-0.3956163925515869,12
K2S2O3,14,3.7462,2.1168228226242705,1194.400447179714,-2.017845072464286,56
LiErO2,14,4.5084,6.676896638493381,205.12593285451945,-3.3293192152083337,16
KCO3,14,0.0964,2.0361522665766083,323.2987632266502,-1.7802239358500005,20
Na3ScCl6,14,4.0379000000000005,2.2150864874362592,489.7360265260886,-2.287963192456,20
KNb2Cl11,2,2.1275,2.391408322667831,853.9366521156916,-1.816085975632857,28
LiIO5,14,0.2279,3.483491383262852,407.7446865398998,-0.7304492220833326,28
LiReO5,14,0.7139999999999997,3.988646496023129,454.8590042248025,-1.5748735324404777,28
Na2CO3,14,4.1922,2.487682396446972,1697.9461020089952,-2.089964391597221,144
K9FeS7,14,0.0841,2.091713905985021,2007.4779608303056,-1.147782650375,68
Na2Fe2F7,15,1.4241,3.24060834317588,1191.5036000555258,-2.878034463408788,88
K3TiCl6,14,0.0616999999999996,2.227112506394578,1126.9917161907938,-2.179909631689333,40
K2GaP2,14,1.2482,2.3217552268096595,1200.7900029181026,-0.4630620773785722,40
Na5GeAs3,14,0.4858999999999998,3.1522163723888816,868.8862161873054,-0.3992559926851851,36
Na6Si2Se7,15,2.1566,3.09190640358757,802.1845366933212,-0.9276447290937502,30
NaAlSe2,15,2.2333,3.3554791756951485,823.0398587284727,-1.0321010938802084,32
Na2Al2As3,14,1.2098,3.2973106667891416,1308.1918049517872,-0.4969184895238093,56
K4SiO4,14,3.2937,2.4927001786099714,662.100651839013,-2.3294178418888887,36
Na4CrO4,2,1.8904,2.6998015489609504,255.8067355347808,-1.9194158070370373,18
Na4FeO4,2,1.7879999999999998,2.793297926774838,251.82058516417567,-1.531176545925926,18
Li4MoO5,2,2.8393999999999995,3.6539624594298297,185.1433736176196,-2.302107301458334,20
K6Co2O7,14,1.0832,2.7104575605490435,569.085223971473,-1.4887968704500003,30
Li2WO4,15,3.9135,5.625991833130897,154.49564563376566,-2.348682541666666,14
Na4Fe2O5,14,1.9196,3.04095409409913,619.5494934429515,-1.081487702007577,44
K4PbO4,2,1.7002000000000002,3.613963205112903,392.9377183000762,-1.592149086888889,18
K2TeBr6,14,2.3360000000000003,3.3969837733018786,669.9093380908984,-1.0416701684444445,18
Na3AlH6,14,2.8147,1.482790941203693,228.4509120755728,-0.2644437651719997,20
Li3BO3,14,5.1566,2.091798179307506,252.8587707310852,-2.561992907202381,28
